"","Animal_ID","Species_ab","Protein","U_mL","ave_neg_U_mL","Positive"
"347",275,"Mouse","NP",NA,45.8941407216667,FALSE
"348",276,"Mouse","NP",NA,45.8941407216667,FALSE
"349",277,"Mouse","NP",NA,45.8941407216667,FALSE
"350",278,"Mouse","NP",1623.734926,45.8941407216667,TRUE
"351",279,"Mouse","NP",53.84141281,45.8941407216667,TRUE
"352",280,"Mouse","NP",NA,45.8941407216667,FALSE
"353",284,"Mouse","NP",NA,45.8941407216667,FALSE
"354",285,"Mouse","NP",9.48752783,45.8941407216667,FALSE
"355",287,"Mouse","NP",4.968331076,45.8941407216667,FALSE
"356",289,"Mouse","NP",9.239962783,45.8941407216667,FALSE
"357",291,"Mouse","NP",NA,45.8941407216667,FALSE
"358",292,"Mouse","NP",NA,45.8941407216667,FALSE
"359",293,"Mouse","NP",5.096195814,45.8941407216667,FALSE
"360",294,"Mouse","NP",5.223884344,45.8941407216667,FALSE
"361",296,"Mouse","NP",67.80578457,45.8941407216667,TRUE
"362",298,"Mouse","NP",12.6808684,45.8941407216667,FALSE
"363",300,"Mouse","NP",NA,45.8941407216667,FALSE
"364",301,"Mouse","NP",1252.450635,45.8941407216667,TRUE
"365",302,"Mouse","NP",4.067824365,45.8941407216667,FALSE
"366",303,"Mouse","NP",5.351402015,45.8941407216667,FALSE
"367",305,"Mouse","NP",8.992072808,45.8941407216667,FALSE
"368",307,"Mouse","NP",3.808563817,45.8941407216667,FALSE
"369",308,"Mouse","NP",NA,45.8941407216667,FALSE
"370",310,"Mouse","NP",4.067824365,45.8941407216667,FALSE
"371",312,"Mouse","NP",NA,45.8941407216667,FALSE
"372",314,"Mouse","NP",NA,45.8941407216667,FALSE
"373",324,"Mouse","NP",NA,45.8941407216667,FALSE
"374",326,"Mouse","NP",NA,45.8941407216667,FALSE
"375",327,"Mouse","NP",4.840284482,45.8941407216667,FALSE
"376",328,"Mouse","NP",6.113187028,45.8941407216667,FALSE
"377",329,"Mouse","NP",NA,45.8941407216667,FALSE
"378",330,"Mouse","NP",5.8598618,45.8941407216667,FALSE
"379",331,"Mouse","NP",4.583621458,45.8941407216667,FALSE
"380",332,"Mouse","NP",2.495078703,45.8941407216667,FALSE
"381",342,"Mouse","NP",3.938314977,45.8941407216667,FALSE
"382",347,"Mouse","NP",1.687886223,45.8941407216667,FALSE
"383",348,"Mouse","NP",NA,45.8941407216667,FALSE
"384",352,"Mouse","NP",NA,45.8941407216667,FALSE
"385",353,"Mouse","NP",3.286929076,45.8941407216667,FALSE
"386",360,"Mouse","NP",NA,45.8941407216667,FALSE
"387",361,"Mouse","NP",864.9597405,45.8941407216667,TRUE
"388",362,"Mouse","NP",4.399895338,45.8941407216667,FALSE
"389",363,"Mouse","NP",NA,45.8941407216667,FALSE
"390",365,"Mouse","NP",NA,45.8941407216667,FALSE
"391",370,"Mouse","NP",1093.476155,45.8941407216667,TRUE
"392",373,"Mouse","NP",NA,45.8941407216667,FALSE
"393",375,"Mouse","NP",NA,45.8941407216667,FALSE
"394",379,"Mouse","NP",NA,45.8941407216667,FALSE
"395",380,"Mouse","NP",NA,45.8941407216667,FALSE
"396",382,"Mouse","NP",2.967552952,45.8941407216667,FALSE
"397",387,"Mouse","NP",NA,45.8941407216667,FALSE
"398",389,"Mouse","NP",NA,45.8941407216667,FALSE
"399",390,"Mouse","NP",NA,45.8941407216667,FALSE
"400",397,"Mouse","NP",1094.576609,45.8941407216667,TRUE
"401",398,"Mouse","NP",NA,45.8941407216667,FALSE
"402",401,"Mouse","NP",NA,45.8941407216667,FALSE
"403",402,"Mouse","NP",NA,45.8941407216667,FALSE
"404",403,"Mouse","NP",3.702699649,45.8941407216667,FALSE
"405",404,"Mouse","NP",NA,45.8941407216667,FALSE
"406",406,"Mouse","NP",NA,45.8941407216667,FALSE
"407",407,"Mouse","NP",NA,45.8941407216667,FALSE
"408",415,"Mouse","NP",NA,45.8941407216667,FALSE
"409",422,"Mouse","NP",NA,45.8941407216667,FALSE
"410",424,"Mouse","NP",NA,45.8941407216667,FALSE
"411",426,"Mouse","NP",NA,45.8941407216667,FALSE
"412",427,"Mouse","NP",9.546143354,45.8941407216667,FALSE
"413",429,"Mouse","NP",NA,45.8941407216667,FALSE
"414",430,"Mouse","NP",1220.437979,45.8941407216667,TRUE
"415",431,"Mouse","NP",NA,45.8941407216667,FALSE
"416",432,"Mouse","NP",NA,45.8941407216667,FALSE
"417",433,"Mouse","NP",NA,45.8941407216667,FALSE
"418",434,"Mouse","NP",NA,45.8941407216667,FALSE
"419",435,"Mouse","NP",1178.830185,45.8941407216667,TRUE
"420",436,"Mouse","NP",5.554242254,45.8941407216667,FALSE
"421",438,"Mouse","NP",NA,45.8941407216667,FALSE
"422",439,"Mouse","NP",1221.097251,45.8941407216667,TRUE
"423",440,"Mouse","NP",482.8783817,45.8941407216667,TRUE
"424",441,"Mouse","NP",NA,45.8941407216667,FALSE
"425",442,"Mouse","NP",1351.251007,45.8941407216667,TRUE
"426",443,"Mouse","NP",NA,45.8941407216667,FALSE
"427",444,"Mouse","NP",1195.184677,45.8941407216667,TRUE
"428",445,"Mouse","NP",36.54021165,45.8941407216667,FALSE
"429",446,"Mouse","NP",2150.116549,45.8941407216667,TRUE
"430",447,"Mouse","NP",1558.823457,45.8941407216667,TRUE
"431",449,"Mouse","NP",NA,45.8941407216667,FALSE
"432",450,"Mouse","NP",NA,45.8941407216667,FALSE
"433",452,"Mouse","NP",8.931739769,45.8941407216667,FALSE
"434",453,"Mouse","NP",NA,45.8941407216667,FALSE
"435",454,"Mouse","NP",NA,45.8941407216667,FALSE
"436",455,"Mouse","NP",366.605897,45.8941407216667,TRUE
"437",456,"Mouse","NP",8.407411519,45.8941407216667,FALSE
"438",459,"Mouse","NP",5671.71968,45.8941407216667,TRUE
"439",461,"Mouse","NP",NA,45.8941407216667,FALSE
"440",462,"Mouse","NP",NA,45.8941407216667,FALSE
"441",463,"Mouse","NP",50.63356273,45.8941407216667,TRUE
"442",464,"Mouse","NP",3473.884416,45.8941407216667,TRUE
"443",465,"Mouse","NP",14.00580071,45.8941407216667,FALSE
"444",466,"Mouse","NP",165.4971819,45.8941407216667,TRUE
"445",467,"Mouse","NP",NA,45.8941407216667,FALSE
"446",468,"Mouse","NP",NA,45.8941407216667,FALSE
"447",469,"Mouse","NP",NA,45.8941407216667,FALSE
"448",470,"Mouse","NP",NA,45.8941407216667,FALSE
"449",471,"Mouse","NP",NA,45.8941407216667,FALSE
"450",472,"Mouse","NP",NA,45.8941407216667,FALSE
"451",473,"Mouse","NP",NA,45.8941407216667,FALSE
"452",474,"Mouse","NP",6.408204577,45.8941407216667,FALSE
"453",476,"Mouse","NP",NA,45.8941407216667,FALSE
"454",477,"Mouse","NP",39.7199412,45.8941407216667,FALSE
"455",478,"Mouse","NP",NA,45.8941407216667,FALSE
"456",479,"Mouse","NP",3302.1654,45.8941407216667,TRUE
"457",485,"Mouse","NP",NA,45.8941407216667,FALSE
"458",498,"Mouse","NP",NA,45.8941407216667,FALSE
"459",499,"Mouse","NP",NA,45.8941407216667,FALSE
"460",509,"Mouse","NP",13.22098281,45.8941407216667,FALSE
"461",512,"Mouse","NP",2.215361701,45.8941407216667,FALSE
"462",528,"Mouse","NP",NA,45.8941407216667,FALSE
"463",529,"Mouse","NP",NA,45.8941407216667,FALSE
"464",531,"Mouse","NP",NA,45.8941407216667,FALSE
"465",532,"Mouse","NP",NA,45.8941407216667,FALSE
"466",209,"Mouse","NP",3.377425389,45.8941407216667,FALSE
"467",1,"Rat","GP",4.102783999,5.23743947175,FALSE
"468",3,"Rat","GP",5.051066265,5.23743947175,FALSE
"469",4,"Rat","GP",39.30301398,5.23743947175,TRUE
"470",5,"Rat","GP",2.459350827,5.23743947175,FALSE
"471",7,"Rat","GP",1.1044982,5.23743947175,FALSE
"472",9,"Rat","GP",NA,5.23743947175,FALSE
"473",10,"Rat","GP",NA,5.23743947175,FALSE
"474",11,"Rat","GP",2.254025696,5.23743947175,FALSE
"475",12,"Rat","GP",NA,5.23743947175,FALSE
"476",13,"Rat","GP",4.006725202,5.23743947175,FALSE
"477",14,"Rat","GP",NA,5.23743947175,FALSE
"478",15,"Rat","GP",5.796753428,5.23743947175,TRUE
"479",16,"Rat","GP",NA,5.23743947175,FALSE
"480",20,"Rat","GP",NA,5.23743947175,FALSE
"481",21,"Rat","GP",2.662465902,5.23743947175,FALSE
"482",22,"Rat","GP",6.350240051,5.23743947175,TRUE
"483",24,"Rat","GP",1.329477682,5.23743947175,FALSE
"484",25,"Rat","GP",NA,5.23743947175,FALSE
"485",26,"Rat","GP",NA,5.23743947175,FALSE
"486",28,"Rat","GP",NA,5.23743947175,FALSE
"487",29,"Rat","GP",9.487337274,5.23743947175,TRUE
"488",34,"Rat","GP",NA,5.23743947175,FALSE
"489",37,"Rat","GP",NA,5.23743947175,FALSE
"490",40,"Rat","GP",3.781561564,5.23743947175,FALSE
"491",64,"Rat","GP",2.493349579,5.23743947175,FALSE
"492",73,"Rat","GP",NA,5.23743947175,FALSE
"493",77,"Rat","GP",NA,5.23743947175,FALSE
"494",81,"Rat","GP",NA,5.23743947175,FALSE
"495",108,"Rat","GP",NA,5.23743947175,FALSE
"496",111,"Rat","GP",NA,5.23743947175,FALSE
"497",119,"Rat","GP",NA,5.23743947175,FALSE
"498",122,"Rat","GP",4.006725202,5.23743947175,FALSE
"499",126,"Rat","GP",2.150442834,5.23743947175,FALSE
"500",129,"Rat","GP",NA,5.23743947175,FALSE
"501",130,"Rat","GP",NA,5.23743947175,FALSE
"502",132,"Rat","GP",NA,5.23743947175,FALSE
"503",138,"Rat","GP",NA,5.23743947175,FALSE
"504",139,"Rat","GP",NA,5.23743947175,FALSE
"505",142,"Rat","GP",NA,5.23743947175,FALSE
"506",143,"Rat","GP",3.813819372,5.23743947175,FALSE
"507",144,"Rat","GP",1.979486931,5.23743947175,FALSE
"508",146,"Rat","GP",1.592505396,5.23743947175,FALSE
"509",182,"Rat","GP",NA,5.23743947175,FALSE
"510",183,"Rat","GP",NA,5.23743947175,FALSE
"511",186,"Rat","GP",NA,5.23743947175,FALSE
"512",193,"Rat","GP",NA,5.23743947175,FALSE
"513",194,"Rat","GP",NA,5.23743947175,FALSE
"514",195,"Rat","GP",1.640343181,5.23743947175,FALSE
"515",201,"Rat","GP",2.102326748,5.23743947175,FALSE
"516",203,"Rat","GP",1.308971323,5.23743947175,FALSE
"517",204,"Rat","GP",NA,5.23743947175,FALSE
"518",218,"Rat","GP",NA,5.23743947175,FALSE
"519",223,"Rat","GP",NA,5.23743947175,FALSE
"520",236,"Rat","GP",NA,5.23743947175,FALSE
"521",247,"Rat","GP",NA,5.23743947175,FALSE
"522",252,"Rat","GP",2.627267264,5.23743947175,FALSE
"523",255,"Rat","GP",2.201214044,5.23743947175,FALSE
"524",258,"Rat","GP",2.126997971,5.23743947175,FALSE
"525",267,"Rat","GP",1.077680239,5.23743947175,FALSE
"526",270,"Rat","GP",NA,5.23743947175,FALSE
"527",281,"Rat","GP",NA,5.23743947175,FALSE
"528",282,"Rat","GP",NA,5.23743947175,FALSE
"529",283,"Rat","GP",NA,5.23743947175,FALSE
"530",286,"Rat","GP",1.009271301,5.23743947175,FALSE
"531",288,"Rat","GP",2.325569422,5.23743947175,FALSE
"532",299,"Rat","GP",5.516102086,5.23743947175,TRUE
"533",335,"Rat","GP",1.497315657,5.23743947175,FALSE
"534",336,"Rat","GP",4.250641609,5.23743947175,FALSE
"535",337,"Rat","GP",1.355794099,5.23743947175,FALSE
"536",340,"Rat","GP",1.332360206,5.23743947175,FALSE
"537",344,"Rat","GP",1.521051401,5.23743947175,FALSE
"538",333,"Rat","GP",NA,5.23743947175,FALSE
"539",343,"Rat","GP",NA,5.23743947175,FALSE
"540",345,"Rat","GP",NA,5.23743947175,FALSE
"541",346,"Rat","GP",NA,5.23743947175,FALSE
"542",349,"Rat","GP",NA,5.23743947175,FALSE
"543",351,"Rat","GP",NA,5.23743947175,FALSE
"544",355,"Rat","GP",NA,5.23743947175,FALSE
"545",356,"Rat","GP",NA,5.23743947175,FALSE
"546",357,"Rat","GP",NA,5.23743947175,FALSE
"547",358,"Rat","GP",NA,5.23743947175,FALSE
"548",359,"Rat","GP",NA,5.23743947175,FALSE
"549",364,"Rat","GP",NA,5.23743947175,FALSE
"550",369,"Rat","GP",NA,5.23743947175,FALSE
"551",371,"Rat","GP",NA,5.23743947175,FALSE
"552",372,"Rat","GP",NA,5.23743947175,FALSE
"553",374,"Rat","GP",NA,5.23743947175,FALSE
"554",378,"Rat","GP",NA,5.23743947175,FALSE
"555",381,"Rat","GP",NA,5.23743947175,FALSE
"556",384,"Rat","GP",NA,5.23743947175,FALSE
"557",385,"Rat","GP",NA,5.23743947175,FALSE
"558",386,"Rat","GP",NA,5.23743947175,FALSE
"559",388,"Rat","GP",NA,5.23743947175,FALSE
"560",391,"Rat","GP",NA,5.23743947175,FALSE
"561",393,"Rat","GP",NA,5.23743947175,FALSE
"562",394,"Rat","GP",NA,5.23743947175,FALSE
"563",395,"Rat","GP",NA,5.23743947175,FALSE
"564",399,"Rat","GP",NA,5.23743947175,FALSE
"565",400,"Rat","GP",9.289358079,5.23743947175,TRUE
"566",405,"Rat","GP",NA,5.23743947175,FALSE
"567",408,"Rat","GP",NA,5.23743947175,FALSE
"568",409,"Rat","GP",NA,5.23743947175,FALSE
"569",410,"Rat","GP",NA,5.23743947175,FALSE
"570",411,"Rat","GP",NA,5.23743947175,FALSE
"571",412,"Rat","GP",NA,5.23743947175,FALSE
"572",414,"Rat","GP",NA,5.23743947175,FALSE
"573",417,"Rat","GP",NA,5.23743947175,FALSE
"574",418,"Rat","GP",NA,5.23743947175,FALSE
"575",419,"Rat","GP",NA,5.23743947175,FALSE
"576",420,"Rat","GP",NA,5.23743947175,FALSE
"577",421,"Rat","GP",NA,5.23743947175,FALSE
"578",448,"Rat","GP",NA,5.23743947175,FALSE
"579",451,"Rat","GP",NA,5.23743947175,FALSE
"580",458,"Rat","GP",NA,5.23743947175,FALSE
"581",486,"Rat","GP",NA,5.23743947175,FALSE
"582",488,"Rat","GP",NA,5.23743947175,FALSE
"583",490,"Rat","GP",NA,5.23743947175,FALSE
"584",497,"Rat","GP",NA,5.23743947175,FALSE
"585",500,"Rat","GP",NA,5.23743947175,FALSE
"586",502,"Rat","GP",NA,5.23743947175,FALSE
"587",503,"Rat","GP",NA,5.23743947175,FALSE
"588",504,"Rat","GP",NA,5.23743947175,FALSE
"589",505,"Rat","GP",NA,5.23743947175,FALSE
"590",506,"Rat","GP",NA,5.23743947175,FALSE
"591",507,"Rat","GP",NA,5.23743947175,FALSE
"592",511,"Rat","GP",NA,5.23743947175,FALSE
"593",513,"Rat","GP",NA,5.23743947175,FALSE
"594",515,"Rat","GP",NA,5.23743947175,FALSE
"595",516,"Rat","GP",NA,5.23743947175,FALSE
"596",517,"Rat","GP",NA,5.23743947175,FALSE
"597",518,"Rat","GP",NA,5.23743947175,FALSE
"598",519,"Rat","GP",NA,5.23743947175,FALSE
"599",520,"Rat","GP",NA,5.23743947175,FALSE
"600",521,"Rat","GP",NA,5.23743947175,FALSE
"601",522,"Rat","GP",NA,5.23743947175,FALSE
"602",523,"Rat","GP",5.567459621,5.23743947175,TRUE
"603",524,"Rat","GP",NA,5.23743947175,FALSE
"604",526,"Rat","GP",NA,5.23743947175,FALSE
"605",527,"Rat","GP",NA,5.23743947175,FALSE
"606",71,"Rat","GP",NA,5.23743947175,FALSE
"607",78,"Rat","GP",NA,5.23743947175,FALSE
"608",191,"Rat","GP",NA,5.23743947175,FALSE
"609",1,"Rat","NP",NA,1.411759967,FALSE
"610",3,"Rat","NP",NA,1.411759967,FALSE
"611",4,"Rat","NP",1.969160378,1.411759967,TRUE
"612",5,"Rat","NP",NA,1.411759967,FALSE
"613",7,"Rat","NP",NA,1.411759967,FALSE
"614",9,"Rat","NP",NA,1.411759967,FALSE
"615",10,"Rat","NP",NA,1.411759967,FALSE
"616",11,"Rat","NP",NA,1.411759967,FALSE
"617",12,"Rat","NP",27.21337357,1.411759967,TRUE
"618",13,"Rat","NP",NA,1.411759967,FALSE
"619",14,"Rat","NP",NA,1.411759967,FALSE
"620",15,"Rat","NP",NA,1.411759967,FALSE
"621",16,"Rat","NP",NA,1.411759967,FALSE
"622",20,"Rat","NP",NA,1.411759967,FALSE
"623",21,"Rat","NP",NA,1.411759967,FALSE
"624",22,"Rat","NP",NA,1.411759967,FALSE
"625",24,"Rat","NP",NA,1.411759967,FALSE
"626",25,"Rat","NP",NA,1.411759967,FALSE
"627",26,"Rat","NP",NA,1.411759967,FALSE
"628",28,"Rat","NP",NA,1.411759967,FALSE
"629",29,"Rat","NP",NA,1.411759967,FALSE
"630",34,"Rat","NP",NA,1.411759967,FALSE
"631",37,"Rat","NP",NA,1.411759967,FALSE
"632",40,"Rat","NP",NA,1.411759967,FALSE
"633",64,"Rat","NP",NA,1.411759967,FALSE
"634",73,"Rat","NP",NA,1.411759967,FALSE
"635",77,"Rat","NP",NA,1.411759967,FALSE
"636",81,"Rat","NP",NA,1.411759967,FALSE
"637",108,"Rat","NP",NA,1.411759967,FALSE
"638",111,"Rat","NP",NA,1.411759967,FALSE
"639",119,"Rat","NP",NA,1.411759967,FALSE
"640",122,"Rat","NP",NA,1.411759967,FALSE
"641",126,"Rat","NP",1.891957332,1.411759967,TRUE
"642",129,"Rat","NP",NA,1.411759967,FALSE
"643",130,"Rat","NP",NA,1.411759967,FALSE
"644",132,"Rat","NP",NA,1.411759967,FALSE
"645",138,"Rat","NP",NA,1.411759967,FALSE
"646",139,"Rat","NP",NA,1.411759967,FALSE
"647",142,"Rat","NP",NA,1.411759967,FALSE
"648",143,"Rat","NP",NA,1.411759967,FALSE
"649",144,"Rat","NP",NA,1.411759967,FALSE
"650",146,"Rat","NP",NA,1.411759967,FALSE
"651",182,"Rat","NP",NA,1.411759967,FALSE
"652",183,"Rat","NP",NA,1.411759967,FALSE
"653",186,"Rat","NP",NA,1.411759967,FALSE
"654",193,"Rat","NP",NA,1.411759967,FALSE
"655",194,"Rat","NP",NA,1.411759967,FALSE
"656",195,"Rat","NP",NA,1.411759967,FALSE
"657",201,"Rat","NP",NA,1.411759967,FALSE
"658",203,"Rat","NP",NA,1.411759967,FALSE
"659",204,"Rat","NP",NA,1.411759967,FALSE
"660",218,"Rat","NP",NA,1.411759967,FALSE
"661",223,"Rat","NP",NA,1.411759967,FALSE
"662",236,"Rat","NP",NA,1.411759967,FALSE
"663",247,"Rat","NP",NA,1.411759967,FALSE
"664",252,"Rat","NP",NA,1.411759967,FALSE
"665",255,"Rat","NP",2.256137066,1.411759967,TRUE
"666",258,"Rat","NP",NA,1.411759967,FALSE
"667",267,"Rat","NP",NA,1.411759967,FALSE
"668",270,"Rat","NP",NA,1.411759967,FALSE
"669",281,"Rat","NP",NA,1.411759967,FALSE
"670",282,"Rat","NP",NA,1.411759967,FALSE
"671",283,"Rat","NP",NA,1.411759967,FALSE
"672",286,"Rat","NP",NA,1.411759967,FALSE
"673",288,"Rat","NP",NA,1.411759967,FALSE
"674",299,"Rat","NP",NA,1.411759967,FALSE
"675",335,"Rat","NP",NA,1.411759967,FALSE
"676",336,"Rat","NP",NA,1.411759967,FALSE
"677",337,"Rat","NP",NA,1.411759967,FALSE
"678",340,"Rat","NP",NA,1.411759967,FALSE
"679",344,"Rat","NP",NA,1.411759967,FALSE
"680",333,"Rat","NP",NA,1.411759967,FALSE
"681",343,"Rat","NP",NA,1.411759967,FALSE
"682",345,"Rat","NP",NA,1.411759967,FALSE
"683",346,"Rat","NP",NA,1.411759967,FALSE
"684",349,"Rat","NP",NA,1.411759967,FALSE
"685",351,"Rat","NP",NA,1.411759967,FALSE
"686",355,"Rat","NP",NA,1.411759967,FALSE
"687",356,"Rat","NP",NA,1.411759967,FALSE
"688",357,"Rat","NP",NA,1.411759967,FALSE
"689",358,"Rat","NP",NA,1.411759967,FALSE
"690",359,"Rat","NP",NA,1.411759967,FALSE
"691",364,"Rat","NP",NA,1.411759967,FALSE
"692",369,"Rat","NP",NA,1.411759967,FALSE
"693",371,"Rat","NP",NA,1.411759967,FALSE
"694",372,"Rat","NP",NA,1.411759967,FALSE
"695",374,"Rat","NP",NA,1.411759967,FALSE
"696",378,"Rat","NP",NA,1.411759967,FALSE
"697",381,"Rat","NP",NA,1.411759967,FALSE
"698",384,"Rat","NP",NA,1.411759967,FALSE
"699",385,"Rat","NP",NA,1.411759967,FALSE
"700",386,"Rat","NP",NA,1.411759967,FALSE
"701",388,"Rat","NP",NA,1.411759967,FALSE
"702",391,"Rat","NP",NA,1.411759967,FALSE
"703",393,"Rat","NP",NA,1.411759967,FALSE
"704",394,"Rat","NP",NA,1.411759967,FALSE
"705",395,"Rat","NP",NA,1.411759967,FALSE
"706",399,"Rat","NP",NA,1.411759967,FALSE
"707",400,"Rat","NP",NA,1.411759967,FALSE
"708",405,"Rat","NP",NA,1.411759967,FALSE
"709",408,"Rat","NP",NA,1.411759967,FALSE
"710",409,"Rat","NP",NA,1.411759967,FALSE
"711",410,"Rat","NP",NA,1.411759967,FALSE
"712",411,"Rat","NP",NA,1.411759967,FALSE
"713",412,"Rat","NP",NA,1.411759967,FALSE
"714",414,"Rat","NP",NA,1.411759967,FALSE
"715",417,"Rat","NP",NA,1.411759967,FALSE
"716",418,"Rat","NP",NA,1.411759967,FALSE
"717",419,"Rat","NP",NA,1.411759967,FALSE
"718",420,"Rat","NP",NA,1.411759967,FALSE
"719",421,"Rat","NP",NA,1.411759967,FALSE
"720",448,"Rat","NP",NA,1.411759967,FALSE
"721",451,"Rat","NP",NA,1.411759967,FALSE
"722",458,"Rat","NP",NA,1.411759967,FALSE
"723",486,"Rat","NP",NA,1.411759967,FALSE
"724",488,"Rat","NP",NA,1.411759967,FALSE
"725",490,"Rat","NP",NA,1.411759967,FALSE
"726",497,"Rat","NP",NA,1.411759967,FALSE
"727",500,"Rat","NP",NA,1.411759967,FALSE
"728",502,"Rat","NP",NA,1.411759967,FALSE
"729",503,"Rat","NP",NA,1.411759967,FALSE
"730",504,"Rat","NP",NA,1.411759967,FALSE
"731",505,"Rat","NP",NA,1.411759967,FALSE
"732",506,"Rat","NP",NA,1.411759967,FALSE
"733",507,"Rat","NP",NA,1.411759967,FALSE
"734",511,"Rat","NP",NA,1.411759967,FALSE
"735",513,"Rat","NP",NA,1.411759967,FALSE
"736",515,"Rat","NP",NA,1.411759967,FALSE
"737",516,"Rat","NP",NA,1.411759967,FALSE
"738",517,"Rat","NP",NA,1.411759967,FALSE
"739",518,"Rat","NP",NA,1.411759967,FALSE
"740",519,"Rat","NP",NA,1.411759967,FALSE
"741",520,"Rat","NP",NA,1.411759967,FALSE
"742",521,"Rat","NP",NA,1.411759967,FALSE
"743",522,"Rat","NP",NA,1.411759967,FALSE
"744",523,"Rat","NP",NA,1.411759967,FALSE
"745",524,"Rat","NP",NA,1.411759967,FALSE
"746",526,"Rat","NP",NA,1.411759967,FALSE
"747",527,"Rat","NP",NA,1.411759967,FALSE
"748",71,"Rat","NP",NA,1.411759967,FALSE
"749",78,"Rat","NP",NA,1.411759967,FALSE
"750",191,"Rat","NP",NA,1.411759967,FALSE
